
*497 - CONDOMINIO EDIFICIO RES. SOLAR DO CANTO                                                       ;ARTUR LUIZ MARTINS BARBOSA ME 003559                                      ;3.1.1.51 - SERVICO HIDRAULICO                     ;270                 ;1599                ;INCLUSAO            ;29/10/2021          ;1635526146          ;          
*501 - CONDOMINIO PUNTA BLÚ MALL BOUTIQUE                                                            ;BOMBINHAS LIMP PRODUTOS DE LIMPEZA LTDA 001015                            ;3.1.1.31 - MATERIAL LIMPEZA                       ;676,10              ;16621               ;INCLUSAO            ;19/11/2021          ;1637355366          ;1A        
#-PAPEL HIG LUVA DETERGENTE SACO PARA LIXO LIMPADOR PERFUMADO SABAO CLORO PAPEL TOALHA E ODORIZANTE   ;

*118 - CONDOMINIO ED. RESIDENCIAL SHANGRILA                                                          ;BOMBINHAS LIMP PRODUTOS DE LIMPEZA LTDA 001015                            ;3.1.1.31 - MATERIAL LIMPEZA                       ;165,50              ;16619               ;INCLUSAO            ;19/11/2021          ;1637355419          ;1A        
#-VASSOURA ALCOOL GEL REMOTEK E LIMPADOR PERFUMADO                                                    ;

*144 - CONDOMINIO EDIFICIO RESIDENCIAL PARADISO                                                      ;BOMBINHAS LIMP PRODUTOS DE LIMPEZA LTDA 001015                            ;3.1.1.31 - MATERIAL LIMPEZA                       ;294,50              ;16597               ;INCLUSAO            ;19/11/2021          ;1637355530          ;1A        
#-CLORO E SACO PARA LIXO                                                                              ;

*519 - CONDOMINIO RESIDENCIAL BRISAS DO MAR (QUATRO ILHAS)                                           ;BOMBINHAS LIMP PRODUTOS DE LIMPEZA LTDA 001015                            ;3.1.1.31 - MATERIAL LIMPEZA                       ;326,05              ;16589               ;INCLUSAO            ;19/11/2021          ;1637355577          ;1A        
#-LIMPADOR PERFUMADO CLORO ODORIZANTE SILICONE SECO SACO PARA LIXO E ESGUICHO DE MANGUEIRA            ;

*484 - CONDOMINIO ED. RES. AGUAS DE MARÇO                                                            ;BOMBINHAS LIMP PRODUTOS DE LIMPEZA LTDA 001015                            ;3.1.1.31 - MATERIAL LIMPEZA                       ;150,55              ;16588               ;INCLUSAO            ;19/11/2021          ;1637355629          ;1A        
#-LIMPADOR PERFUMADO CLORO ODORIZANTE E VASSOURA                                                      ;

*437 - CONDOMINIO EDIFICIO RESIDENCIAL BESENELLO                                                     ;HUGO MARIO VERGARA ME 000093                                              ;3.1.1.39 - CONSERTO CFTV/PARABOLICA               ;140,00              ;2874                ;INCLUSAO            ;20/11/2021          ;1637410980          ;8539      
#-CONFIGURAÇÃO DO DVR VISTO QUE O ROTEADOR QUE FORNECIA INTERNET PARA O DVR FOI TROCADO.
VISTO QUE O DVR ESTAVA COM O IP FIXO APÓS A TROCA DO ROTEADOR ELE NÃO CONSEGUIU SE CONECTAR À INTERNET.
POR ISSO FOI NECESSÁRIO COLOCÁ-LO EM UMA NOVA FAIXA DE IP.
COLOCAMOS ELE COM IP AUTOMÁTICO. APÓS REINICIÁ-LO ELE PEGOU A NOVA FAIXA DE IP DO ROTEADOR.

FOI ALTERADA A SENHA DO USUÁRIO sindi.;

*140 - CONDOMINIO EDIFICIO RESIDENCIAL BEIJA-FLOR II                                                 ;DOUGLAS ZOLETTE 001381                                                    ;3.1.1.41 - CONSERTO PORTAO                        ;81,00               ;1033                ;INCLUSAO            ;21/11/2021          ;1637514855          ;          
#-Um controle e um tag de acesso para Condomínio
(Neisa solicitou).                                  ;

*477 - CONDOMINIO PETIT VILLAGE RESIDENCE                                                            ;ARTUR LUIZ MARTINS BARBOSA ME 003559                                      ;3.1.1.51 - SERVICO ELETRICO                       ;120                 ;1604                ;INCLUSAO            ;22/11/2021          ;1637575119          ;          
#-VERIFICAR QUADRO DE DIJUNTORES SALAO DE FESTAS                                                      ;

*411 - ASS. DE MORADORES DO COND. RES. MARIA MADALENA                                                ;NORTE SUL MADEIREIRA LTDA ME 003045                                       ;LN                                                ;59,84               ;5455                ;INCLUSAO            ;22/11/2021          ;1637584424          ;          
#-COMPRAS DE MADEIRAS , REQUERENTE JOAO                                                               ;

*380 - CONDOMINIO ED. RES. FLOR DA MANHÃ                                                             ;MARCOS ROGERIO LUNARDON 08373946942 MEI 003655                            ;3.1.1.51 - SERVICO SERRALHERIA                    ;1.300,00            ;533                 ;INCLUSAO            ;22/11/2021          ;1637586472          ;          
#-TROCA DE CABO DE AÇO DE PORTÃO BASCULANTE
TROCA DE TRILHO DE PORTÃO DESLIZANTE
TROCA DE FECHADURA DE PORTA LAVA PES
COLOCAÇÃO DE 3 SUPORTES COM ROLDANAS PARA REFORÇO PORTÕES;

*446 - ASS. DOS ADQ. DE UN. COND. RES. BORBOLETA DO MAR                                              ;MARCOS ROGERIO LUNARDON 08373946942 MEI 003655                            ;3.1.1.51 - SERVICO SERRALHERIA                    ;250,00              ;532                 ;INCLUSAO            ;22/11/2021          ;1637586602          ;          
#-CONSERTO DE 2 PORTAS DE LIXEIRA
COLOCAÇÃO DE DOBRADIÇAS 
CONSERTO DE PERFIS AMASSADOS             ;

*475 - CONDOMINIO BOULEVARD BOMBINHAS                                                                ;SUTEC INFORMATICA LTDA 001729                                             ;3.1.1.39 - CONSERTO CFTV/PARABOLICA               ;155,00              ;5494                ;INCLUSAO            ;22/11/2021          ;1637588196          ;          
#-venda feita ao roberto                                                                              ;

*475 - CONDOMINIO BOULEVARD BOMBINHAS                                                                ;VERATONI MATERIAIS DE CONSTRUCAO 000085                                   ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;475,60              ;499577              ;INCLUSAO            ;22/11/2021          ;1637608209          ;          
#-TOMADA / DISJUNTOR / ABRACADEIRA/ CABO PP / PINO FEMEA / PINO MACHO / LAMPADA / ARAME               ;

*443 - CONDOMINIO RESIDENCIAL PORTO PEDRA II                                                         ;BOMAC MATERIAIS DE CONSTRUCAO 000086                                      ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;324,72              ;32366               ;INCLUSAO            ;22/11/2021          ;1637610937          ;          
#-CIMENTO, PO DE BRITA, DISCO, BLOCO CIMENTO                                                          ;

*123 - CONDOMINIO RESIDENCIAL ACAPULCO                                                               ;TUDO LIMPO 001932                                                         ;3.1.1.31 - MATERIAL LIMPEZA                       ;220,50              ;2502                ;INCLUSAO            ;22/11/2021          ;1637619428          ;          
#-CLORO E SACO LIXO E VASSOURA E ESSENCIA ETC                                                         ;

*545 - CONDOMINIO VILLA LUNA                                                                         ;TUDO LIMPO 001932                                                         ;3.1.1.31 - MATERIAL LIMPEZA                       ;349,00              ;2503                ;INCLUSAO            ;22/11/2021          ;1637620667          ;          
#-PAPEL TOALHA E PAPEL E LUVAS ETC                                                                    ;

*140 - CONDOMINIO EDIFICIO RESIDENCIAL BEIJA-FLOR II                                                 ;NORTE SUL MADEIREIRA LTDA ME 003045                                       ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;R$237,50            ;5456                ;INCLUSAO            ;23/11/2021          ;1637664847          ;          
